duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,lnum_compromised,lroot_shell,lsu_attempted,lnum_root,lnum_file_creations,lnum_shells,lnum_access_files,lnum_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,label_no
0,tcp,http,SF,0,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.1,0.1,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal,0
0,tcp,telnet,S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0,0,1,0,0,126,1,0.01,0.05,0.01,0,0.01,1,0,0,normal,0
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,6,6,1,0,0.17,0,0,0,1,1,normal,0
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,16,16,1,0,0.06,0,0,0,1,1,normal,0
0,tcp,http,SF,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0,0,52,209,1,0,0.02,0.04,0,0,0,0,normal,0
0,tcp,http,SF,0,18407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.1,0.1,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal,0
0,tcp,http,SF,0,32884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.07,0.07,0,0,1,0,0,42,255,1,0,0.02,0.01,0.02,0.01,0,0,normal,0
0,tcp,http,SF,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0.07,0.04,0,0,1,0,0.12,15,255,1,0,0.07,0.02,0.07,0.01,0,0,normal,0
0,tcp,http,SF,0,11472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.04,0.04,0,0,1,0,0,70,255,1,0,0.01,0.01,0.01,0,0,0,normal,0
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.1,0.5,0,0,1,0,1,1,255,1,0,1,0.04,1,0,0,0,normal,0
0,tcp,private,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,2,1,0,1,1,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,12,1,0,0.33,0.5,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,13,22,1,0,0.08,0.27,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,32,1,0,0.33,0.25,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,1,42,1,0,1,0.29,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,6,52,1,0,0.17,0.29,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,62,1,0,1,0.31,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,9,72,1,0,0.11,0.28,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,82,1,0,0.33,0.26,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,5,92,1,0,0.2,0.25,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.5,1,0,1,4,102,1,0,0.25,0.25,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,14,112,1,0,0.07,0.23,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,122,1,0,0.33,0.22,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,13,132,1,0,0.08,0.2,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,7,142,1,0,0.14,0.2,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,17,152,1,0,0.06,0.19,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,162,1,0,1,0.2,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.5,1,0,1,2,172,1,0,0.5,0.21,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,9,182,1,0,0.11,0.21,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,19,192,1,0,0.05,0.2,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,29,202,1,0,0.03,0.19,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.1,0.1,1,0,1,1,212,1,0,1,0.18,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,4,222,1,0,0.25,0.18,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,2,252,1,0,0.5,0.17,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,4,255,1,0,0.25,0.16,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,14,255,1,0,0.07,0.16,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.1,0.1,1,0,1,3,255,1,0,0.33,0.17,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,255,1,0,0.33,0.18,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,4,255,1,0,0.25,0.16,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,14,255,1,0,0.07,0.16,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.5,1,0,1,44,255,1,0,0.02,0.13,0,0,0.61,0.83,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,54,255,1,0,0.02,0.13,0,0,0.54,0.8,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,64,255,1,0,0.02,0.12,0,0,0.53,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,74,255,1,0,0.01,0.12,0,0,0.59,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,84,255,1,0,0.01,0.12,0,0,0.64,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,94,255,1,0,0.01,0.11,0,0,0.68,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0.1,0.33,1,0,0.5,104,255,1,0,0.01,0.11,0,0,0.71,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,114,255,1,0,0.01,0.1,0,0,0.74,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,124,255,1,0,0.01,0.09,0,0,0.76,0.78,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,6,6,1,0,0.17,0,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,7,16,1,0,0.14,0.12,0,0,1,1,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.1,0.1,1,0,1,47,56,1,0,0.02,0.04,0,0,0.43,0.52,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,57,66,1,0,0.02,0.03,0,0,0.53,0.59,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,67,76,1,0,0.03,0.03,0,0,0.6,0.64,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,86,1,0,1,0.07,0,0,1,0.69,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,11,96,1,0,0.09,0.06,0,0,1,0.72,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,21,106,1,0,0.05,0.06,0,0,1,0.75,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,31,115,1,0,0.03,0.05,0,0,1,0.77,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.5,1,0,1,41,117,1,0,0.02,0.04,0,0,1,0.77,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,51,127,1,0,0.02,0.04,0,0,1,0.79,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,61,137,1,0,0.02,0.04,0,0,1,0.8,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,147,1,0,1,0.04,0,0,1,0.82,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,11,157,1,0,0.09,0.04,0,0,1,0.83,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,167,1,0,0.33,0.05,0,0,1,0.84,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,4,177,1,0,0.25,0.07,0,0,1,0.85,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,187,1,0,1,0.09,0,0,1,0.86,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,197,1,0,1,0.1,0,0,1,0.86,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,14,217,1,0,0.07,0.11,0,0,0.57,0.84,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,7,255,1,0,0.14,0.1,0,0,1,0.8,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,255,1,0,0.33,0.11,0,0,1,0.84,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,4,255,1,0,0.25,0.13,0,0,1,0.86,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,2,255,1,0,0.5,0.13,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,3,255,1,0,0.33,0.14,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,1,255,1,0,1,0.15,0,0,1,0.89,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,10,255,1,0,0.1,0.14,0,0,0.2,0.85,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,50,255,1,0,0.02,0.13,0,0,0.26,0.74,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,60,255,1,0,0.02,0.13,0,0,0.38,0.74,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,2,255,1,0,0.5,0.14,0,0,1,0.74,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,12,255,1,0,0.08,0.14,0,0,1,0.74,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,22,255,1,0,0.05,0.13,0,0,1,0.74,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.1,0.1,1,0,1,4,255,1,0,0.25,0.13,0,0,1,0.74,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,3,242,1,0,0.33,0.01,0,0,1,0.01,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,13,245,1,0,0.08,0.01,0,0,1,0.05,normal,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0.1,1,0,0,23,245,1,0,0.04,0.01,0,0,1,0.09,normal,0
12,tcp,http,RSTR,13140,1460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.1,0.1,1,0,0,2,2,1,0,0.5,0,0,0,1,1,back,1
0,tcp,http,RSTR,13748,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0.17,0.17,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back,1
0,tcp,http,RSTR,15492,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0.25,0.4,1,0,0.4,96,96,1,0,0.01,0,0,0,0.05,0.05,back,1
0,tcp,http,RSTR,15492,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0.2,0.33,1,0,0.33,255,255,1,0,0,0,0,0,0.05,0.05,back,1
0,tcp,http,RSTR,16384,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,68,68,1,0,0.01,0,0,0,0.19,0.19,back,1
0,tcp,http,RSTR,16952,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0.5,0.5,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back,1
2,tcp,http,RSTR,18980,4380,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,14,14,1,0,0.07,0,0,0,0.43,0.43,back,1
7,tcp,http,RSTR,20440,1460,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.33,0.33,1,0,0,26,26,1,0,0.04,0,0,0,0.35,0.35,back,1
0,tcp,http,RSTR,21048,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0.1,0.1,1,0,0,255,255,1,0,0,0,0.01,0.01,0.05,0.05,back,1
0,tcp,http,RSTR,21048,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0.33,0.33,1,0,0,94,94,1,0,0.01,0,0,0,0.16,0.16,back,1
0,tcp,http,RSTR,22224,8315,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,255,255,1,0,0,0,0,0,0.03,0.03,back,1
0,tcp,http,RSTR,24252,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.5,0.5,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back,1
11,tcp,http,RSTR,26280,1460,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0.1,0.1,1,0,0,5,5,1,0,0.2,0,0,0,1,1,back,1
0,tcp,http,RSTR,29200,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0.75,0.75,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04,back,1
0,tcp,http,RSTR,33336,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0.4,0.4,1,0,0,255,255,1,0,0,0,0,0,0.06,0.06,back,1
14,tcp,http,RSTR,33580,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0.1,0.1,1,0,0,4,4,1,0,0.25,0,0,0,1,1,back,1
12,tcp,http,RSTR,33580,1460,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.1,0.1,1,0,0,16,16,1,0,0.06,0,0,0,0.5,0.5,back,1
0,tcp,http,RSTR,36256,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0.5,0.5,1,0,0,255,255,1,0,0,0,0,0,0.02,0.02,back,1
0,tcp,http,RSTR,36256,5840,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.5,0.5,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04,back,1
0,tcp,http,RSTR,36256,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,1,0,0,255,255,1,0,0,0,0.01,0.01,0.04,0.04,back,1
0,tcp,http,RSTR,36500,4380,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.33,0.33,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back,1
0,tcp,http,RSTR,37960,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04,back,1
0,tcp,http,RSTR,38284,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.33,0.33,1,0,0,41,41,1,0,0.02,0,0,0,0.29,0.29,back,1
0,tcp,http,RSTR,38568,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,84,84,1,0,0.01,0,0,0,0.05,0.05,back,1
0,tcp,http,RSTR,40636,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0.25,0.4,1,0,0.4,255,255,1,0,0,0,0,0,0.04,0.04,back,1
0,tcp,http,RSTR,41772,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0.17,0.17,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back,1
14,tcp,http,RSTR,42340,1460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,1,0,0,1,1,1,0,1,0,0,0,1,1,back,1
0,tcp,http,RSTR,43232,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0.33,0.43,1,0,0.29,255,255,1,0,0,0,0,0,0.06,0.06,back,1
0,tcp,http,RSTR,43232,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0.17,0.17,1,0,0,255,255,1,0,0,0,0.01,0.01,0.04,0.04,back,1
0,tcp,http,RSTR,43232,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0.4,0.4,1,0,0,255,255,1,0,0,0,0,0,0.03,0.03,back,1
1,tcp,http,RSTR,45260,4380,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.67,0.67,1,0,0,15,15,1,0,0.07,0,0,0,0.47,0.47,back,1
